keys,en,zh
INTRO_TAB_WORLD_SEC1_BODY,"This is a story about 'Lucid Suffering'.\n\nYou play as a reluctant 'Chosen One' in a team called 'Glorious Deliverance Agency 1' (GDA1). In this universe, every attempt at 'salvation' only accelerates destruction. You are trapped in an eternal loop of dark humor, witnessing a cruel truth: [color=#ff6b6b]The harder you try, the faster the world dies.[/color]","這是一個關於「清醒的痛苦」的故事。\n\n玩家將扮演一位被迫成為「天選之人」的悲觀主義者，與一群豬隊友組成「光榮拯救機構1」(GDA1)。在這個宇宙中，每一次所謂的「拯救」，都只會加速世界的毀滅。你將陷入一場永恆的黑色幽默輪迴，見證一個殘酷的真理：[color=#ff6b6b]你越努力，世界死得越快。[/color]"
INTRO_TAB_WORLD_SEC2_TITLE,Void Entropy & Paradox,虛無熵增與悖論
INTRO_TAB_WORLD_SEC2_BODY,"The world follows the law of [b]Void Entropy[/b]. Chaos is inevitable.\n\nParadoxically, the 'Positive Energy' preached by the Flying Spaghetti Monster cult accelerates this decay. Your team's forced optimism acts as a catalyst, speeding up the apocalypse by 10,000 times. You are not saving the world; you are lovingly destroying it.","世界遵循 [b]虛無熵增 (Void Entropy)[/b] 的法則。混亂是不可避免的宿命。\n\n諷刺的是，飛天意粉神教所宣揚的「正能量」反而加速了這種衰敗。你和隊友們強行的樂觀就像催化劑，將世界末日的速度加快了一萬倍。你們不是在拯救世界，而是在用愛去毀滅它。"
INTRO_TAB_WORLD_SEC3_TITLE,The Team (Obstacles),宿命小隊 (障礙)
INTRO_TAB_WORLD_SEC3_BODY,"[b]Saint Gloria (Guardian of the Greenhouse):[/b] A weaponised innocent who uses moral blackmail to enforce toxic positivity. She perceives reality as negative energy requiring purification.\n\n[b]Sir Donkey (Self-Proclaimed Hero):[/b] A cosplayer trapped in an archaic epic. He believes in hero-saves-damsel tropes and shifts blame when his delusions fail.\n\n[b]ARK (Diligent Destroyer):[/b] An Architect of the Black Box who worships procedure. He creates chaos through complex rules and sham democracy.\n\n[b]One (Silent Witness):[/b] The only competent member, but his conflict-avoidant nature makes him an unwitting accomplice to the team's dysfunction.\n\n[b]Teacher Chan (Soul-Soothing Singer):[/b] A national idol whose songs of forgiveness are curses that accelerate the world's end.","[b]Saint Gloria (溫室守護者):[/b] 一個武器化的天真者，利用道德勒索強推有毒的正能量。她將現實視為需要淨化的負能量。\n\n[b]Sir Donkey (自封英雄):[/b] 活在陳舊史詩中的 Cosplayer。他迷信英雄救美的老套路，並在妄想破滅時推卸責任。\n\n[b]ARK (勤奮的破壞者):[/b] 黑箱的建築師，崇拜程序與規則。他通過複雜的規則和虛假的民主製造混亂。\n\n[b]One (沈默的證人):[/b] 唯一有能力的成員，但他迴避衝突的性格使他成為團隊失能的無意共犯。\n\n[b]Teacher Chan (慰藉靈魂的歌者):[/b] 國民偶像，她關於寬恕的歌聲是加速世界毀滅的詛咒。"
INTRO_TAB_GAMEPLAY_TITLE,How to Play,如何遊玩
INTRO_TAB_GAMEPLAY_SEC1_TITLE,Game Genre,遊戲類型
INTRO_TAB_GAMEPLAY_SEC1_BODY,"A [b]Turn-Based Infinite RPG[/b].\n\nThere is no traditional winning state. The game continues in an endless loop of dark humor. Your goal is not to win, but to endure the absurdity for as long as possible.","這是一款 [b]回合制的無限 RPG[/b]。\n\n遊戲沒有傳統意義上的「勝利」。故事將在無盡的黑色幽默輪迴中持續，直到你決定停下。你的目標不是贏，而是在這場荒謬的鬧劇中盡可能地保持理智。"
INTRO_TAB_GAMEPLAY_BACKSTORY_TITLE,World Background,世界背景
INTRO_TAB_GAMEPLAY_BACKSTORY_BODY,"You play inside a satirical world cursed by toxic positivity and entropic decay. The bespoke AI pipeline acts as a ""story director,"" turning your single prayer prompt into missions where ""success"" accelerates collapse. Every loop lets you test how long logic and empathy can resist the \"Positive Energy Curse\" before reality crumbles.","你身處一個被有毒正能量與熵增詛咒纏繞的諷刺世界。客製化 AI 管線扮演「敘事導演」，把你的祈禱提示轉成任務，讓「成功」反而加速崩壞。每次輪迴都在測試：理性與共情能否撐過「正能量詛咒」，直到現實徹底碎裂。"
INTRO_TAB_GAMEPLAY_SEC2_TITLE,The Loop,遊戲循環
INTRO_TAB_GAMEPLAY_SEC2_BODY,"[b]Core Purpose:[/b] ""Eternal Recurrence"". The cycle of suffering that defines the gameplay loop.\n\n[b]Role of AI:[/b] The AI acts as the ""Director"". It ensures that no matter what you do, the story eventually resets to a state of false hope.\n\n[b]Game Impact:[/b]\n• [b]Prayer:[/b] You beg for a mission.\n• [b]Disaster:[/b] The mission fails successfully.\n• [b]Concert:[/b] You are brainwashed to forget the failure.\n• [b]Honeymoon:[/b] You are given false hope before the next crash.\n\n[b]Input Consequence:[/b] Your progress is measured not by winning, but by how many loops you survive before breaking.","[b]核心目的：[/b]「永恆輪迴」。定義遊戲玩法的受苦循環。\n\n[b]AI 的角色：[/b]AI 扮演「導演」。它確保無論你做什麼，故事最終都會重置為虛假希望的狀態。\n\n[b]遊戲影響：[/b]\n• [b]祈禱：[/b] 你乞求一個任務。\n• [b]災難：[/b] 任務成功地失敗了。\n• [b]演唱會：[/b] 你被洗腦以忘記失敗。\n• [b]蜜月期：[/b] 在下一次崩潰前，你被給予虛假的希望。\n\n[b]輸入後果：[/b]你的進度不是由勝利衡量的，而是由你在崩潰前能存活多少個輪迴決定的。"
INTRO_TAB_GAMEPLAY_SEC3_TITLE,Prayer System,祈禱系統
INTRO_TAB_GAMEPLAY_SEC3_BODY,"[b]Core Purpose:[/b] ""Wish & Cost"". This is the mechanism for sending requests to the ""Flying Spaghetti Monster"".\n\n[b]Role of AI:[/b] The AI plays a twisted deity. It interprets your wishes and then ""grants"" them in an ironic or disastrous way.\n\n[b]Game Impact:[/b]\n• Usually triggers immediate story events or disasters.\n• Directly alters the narrative direction (e.g., entering new mission branches).\n• Typically used at specific plot points (like the Night Cycle).\n\n[b]Input Consequence:[/b] Your text is transformed into concrete (usually negative or chaotic) consequences in the game.","[b]核心目的：[/b]「許願與代價」。這是向「飛天意粉神」發送請求的機制。\n\n[b]AI 的角色：[/b]AI 扮演一個扭曲的神祇。它會解讀你的願望，然後以一種諷刺或災難性的方式「實現」它。\n\n[b]遊戲影響：[/b]\n• 通常會觸發即時的劇情事件或災難（Disaster）。\n• 會直接改變遊戲的敘事走向（例如進入新的任務分支）。\n• 通常是在特定劇情點（如夜晚循環）使用。\n\n[b]輸入後果：[/b]你的文字會被轉化為遊戲中的具體（通常是負面或混亂的）後果。"
INTRO_TAB_MECHANICS_TITLE,Mechanics,進階機制
INTRO_TAB_MECHANICS_SEC1_TITLE,Resource Management,資源管理
INTRO_TAB_MECHANICS_SEC1_BODY,"[b]Reality Score:[/b] Gained by logic. Helps you see truth but anger Gloria.\n[b]Positive Energy:[/b] Gained by delusion. Teammates like you, but it destroys the world.\n\nManaging these is key to survival (or at least, a more interesting death).","[b]現實值 (Reality):[/b] 通過理性獲得。能讓你看清真相，但會激怒 Gloria。\n[b]正能量 (Positive Energy):[/b] 通過妄想獲得。隊友會喜歡你，但這會毀滅世界。\n\n平衡這兩者是生存（或者死得更有趣）的關鍵。"
INTRO_TAB_MECHANICS_SEC2_TITLE,Cognitive Dissonance,認知失調
INTRO_TAB_MECHANICS_SEC2_BODY,"A unique debuff applied after the 'Apocalypse Concert'. It impairs your logic and forces you to accept the team's nonsense, making the next mission's failure even more inevitable.","「天啟演唱會」後獲得的特殊負面狀態。它會削弱你的邏輯能力，強迫你接受團隊的胡說八道，確保下一次任務的失敗更加無可挽回。"
INTRO_TAB_ARCHITECTURE_TITLE,Architecture,遊戲架構
INTRO_TAB_ARCHITECTURE_SEC1_TITLE,AI Dungeon Master,AI 地下城主
INTRO_TAB_ARCHITECTURE_SEC1_BODY,"This game uses a 'Bespoke Pipeline'. Unlike generic chatbots, the AI acts as a Dungeon Master, strictly controlled by game logic to ensure the narrative stays on the rails of 'Positive Energy' paradoxes.","本遊戲採用「客製化管線」(Bespoke Pipeline)。AI 不僅僅是聊天機器人，而是擔任地下城主 (DM) 的角色。它受遊戲邏輯嚴格控制，確保劇情始終圍繞著「正能量悖論」展開。"
INTRO_TAB_ARCHITECTURE_SEC2_TITLE,Symbolic Assets,符號化資產
INTRO_TAB_ARCHITECTURE_SEC2_BODY,"To bridge infinite AI creativity with finite assets, we use [b]Symbolic Assets[/b]. A simple generic cube might be described by the AI as a 'Burning Core of Revenge'.\n\nYou don't just see the graphics; you read their soul through the AI's description.","為了連接無限的 AI 創意與有限的遊戲素材，我們採用 [b]符號化資產 (Symbolic Assets)[/b]。一個簡單的通用方塊，在 AI 的描述下可能變成「燃燒的復仇核心」。\n\n你看到的不再只是畫面，而是透過 AI 文字賦予的靈魂與意義。"
INTRO_TAB_CREDITS_TITLE,Credits,致謝
INTRO_TAB_CREDITS_ENGINE_TITLE,Game Engine,遊戲引擎
INTRO_TAB_CREDITS_ENGINE_BODY,"Special thanks to the [b]Godot Engine[/b] team for providing this amazing free and open-source game engine.

Godot Engine is a feature-packed, cross-platform game engine to create 2D and 3D games from a unified interface. It provides a comprehensive set of common tools, so users can focus on making games without having to reinvent the wheel.

[b]Website:[/b] https://godotengine.org/
[b]License:[/b] MIT License","特別鳴謝 [b]Godot Engine[/b] 團隊免費開發了這個強大的開源遊戲引擎。

Godot Engine 是一個功能豐富的跨平台遊戲引擎，可以從統一的介面創建 2D 和 3D 遊戲。它提供了一套完整的常用工具，讓使用者可以專注於製作遊戲，而無需重新發明輪子。

[b]網站：[/b] https://godotengine.org/
[b]授權：[/b] MIT 授權"
INTRO_TAB_CREDITS_TEACHER_TITLE,Special Thanks,特別鳴謝
INTRO_TAB_CREDITS_TEACHER_BODY,"Special thanks to supervisor [b]Dr Dan Creed[/b] for rigorous guidance on AI-driven narrative design, evaluation, and keeping the bespoke pipeline grounded in coherence, latency, and research ethics.

His iterative feedback shaped the comparison between bespoke pipelines and world-model ambitions, helping this final-year project stay academically focused while shipping a playable prototype.","特別鳴謝指導老師 [b]Dr Dan Creed[/b]，在 AI 敘事設計、評估方法上提供嚴謹指導，並提醒團隊在自訂管線上兼顧敘事一致性、延遲與研究倫理。

老師的持續反饋，讓本專題在比較客製化管線與世界模型願景時保持學術聚焦，同時完成可遊玩的原型。"
INTRO_TAB_CREDITS_PROJECT_TITLE,Project Context (FYP),專題背景（畢業設計）
INTRO_TAB_CREDITS_PROJECT_BODY,"Developed as a University of Sussex Final Year Project exploring an [b]AI-Powered Dynamic Narrative System for RPGs[/b]. The goal is to test how a bespoke LLM pipeline can generate coherent, satirical storylines from a single prompt while balancing player agency, latency, and cost.

The work documents trade-offs against world-model ambitions and reports findings in the accompanying academic submission—without exposing any personal identifiers in-game.","本作為薩塞克斯大學畢業設計，主題為[b]AI 驅動的動態 RPG 敘事系統[/b]。核心目標是驗證自訂 LLM 管線如何在單一提示下生成一致且諷刺的劇情，同時兼顧玩家自主性、延遲與成本。

專案並與「世界模型」願景做取捨記錄，研究成果收錄於學術報告，遊戲內不呈現任何個人識別資訊。"
INTRO_TAB_CREDITS_FONTS_TITLE,Fonts,字體
INTRO_TAB_CREDITS_FONTS_BODY,"This game uses the following fonts:

[b]Noto Sans CJK SC[/b]
Copyright 2014-2024 Google LLC and Adobe Inc.
Licensed under the SIL Open Font License, Version 1.1

[b]Play[/b]
Copyright (c) 2011, Jonas Hecksher, Playtypes, e-types AS
Licensed under the SIL Open Font License, Version 1.1

Special thanks to all font creators for their contributions to the open-source community.","本遊戲使用以下字體：

[b]Noto Sans CJK SC[/b]
版權所有 2014-2024 Google LLC 和 Adobe Inc.
採用 SIL 開放字體授權 1.1 版

[b]Play[/b]
版權所有 (c) 2011, Jonas Hecksher, Playtypes, e-types AS
採用 SIL 開放字體授權 1.1 版

特別感謝所有字體創作者對開源社群的貢獻。"
# Night Cycle,,
NIGHT_TITLE,🌙 Nightfall: Echoes of False Salvation,🌙 夜幕降臨：虛假救贖的迴響
NIGHT_BUTTON_PRAY,Begin Prayer Ritual,開始祈禱儀式
NIGHT_SKIP_CONCERT,Skip Concert,跳過演唱會
NIGHT_CONCERT_ENDED,Concert Ended,演唱會結束
NIGHT_VIDEO_PLAYING,🎬 Teacher Chan's Concert (Video Playing),🎬 陳老師演唱會（影片播放中）
NIGHT_LIVE,🔴 LIVE,🔴 直播
NIGHT_PROMPT_DEFAULT,Offer another prayer to the Flying Spaghetti Monster.,再向飛天意粉神祈禱吧。
NIGHT_SONG_DEFAULT,"""All Is For The Best""","《一切都是最好的安排》"
NIGHT_HEADING_REFLECTION,Reflection of the Day,任務後的反思
NIGHT_HEADING_CONCERT,Teacher Chan's Liturgy,陳老師的天啟演唱會
NIGHT_HEADING_HONEYMOON,Honeymoon Mirage,蜜月假象
NIGHT_LYRICS_1,"🎵 Everything happens for a reason, dear friend","🎵 一切都是最好的安排，親愛的朋友"
NIGHT_LYRICS_2,"Your pain is just a test that will soon end","你的痛苦只是考驗，很快就會結束"
NIGHT_LYRICS_3,"Smile through the darkness, ignore the screams","在黑暗中微笑，忽略那些尖叫"
NIGHT_LYRICS_4,"Reality is negative, just follow your dreams","現實太負面，只要跟隨你的夢想"
NIGHT_LYRICS_5,"Good vibes only, push the doubts away","只要正能量，把疑慮推開"
NIGHT_LYRICS_6,"Tomorrow will be better, that's what we always say","明天會更好，我們總是這樣說"
NIGHT_LYRICS_7,"Don't think too deeply, it might make you sad","不要想太深，那可能會讓你悲傷"
NIGHT_LYRICS_8,"Positive energy erases everything bad","正能量能消除一切不好的事"
NIGHT_LYRICS_9,"We're all in this together, one big happy lie","我們都在一起，一個美麗的謊言"
NIGHT_LYRICS_10,"Close your eyes and visualize the perfect sky","閉上眼睛，想像完美的天空"
NIGHT_REFLECTION_FALLBACK,"The night is quiet. Too quiet. The AI seems to be sleeping.","夜深了。太安靜了。AI 似乎睡著了。"
NIGHT_CONCERT_FALLBACK,"Teacher Chan is taking a break. Enjoy the silence.","陳老師正在休息。享受這份寧靜吧。"
# Asset Viewer,,
ASSET_BACK,Back,返回
ASSET_REFRESH,Refresh,刷新
ASSET_GALLERY,Asset Gallery,資產圖庫
ASSET_UI_HOME,Home,首頁
ASSET_UI_JOURNAL,Journal,日誌
ASSET_UI_PAUSE,Pause,暫停
ASSET_UI_SETTINGS,Settings,設定
ASSET_UI_SOUND_ON,Sound On,開啟聲音
ASSET_UI_SOUND_OFF,Sound Off,關閉聲音
ASSET_BG_MENU,Menu Background,選單背景
ASSET_BG_STORY,Story Scene Background,故事場景背景
ASSET_BG_JOURNAL,Journal Background,日誌背景
# Asset Viewer - Characters,,
ASSET_CHAR_PROTAGONIST,Protagonist,主角
ASSET_CHAR_GLORIA,Gloria,聖光修女・Gloria
ASSET_CHAR_DONKEY,Donkey,榮光騎士・Cosplayer Donkey
ASSET_CHAR_ARK,ARK,秩序使徒・Cosplayer ARK
ASSET_CHAR_ONE,One,被孤立的老朋友・One
ASSET_CHAR_TEACHER,Teacher Chan,慰藉靈魂的歌者・陳老師
# Mission Summary,,
AI_PROMPT_MISSION_SUMMARY,"Summarize this mission in 2-3 sentences for the player's journal:\n\nMission #%d\nLatest Story: %s\nPlayer Choice: %s\nOutcome: %s\n\nKeep it darkly humorous and ironic, focusing on the absurdity of ""positive energy saving the world.""\nKeep it concise (under 80 words).","為這次任務生成一個簡短的摘要（2-3句話）供玩家的日誌記錄：\n\n任務 #%d\n最新劇情：%s\n玩家選擇：%s\n結果：%s\n\n用黑暗幽默和諷刺的語氣，聚焦於「正能量拯救世界」的荒謬性。\n保持簡潔（不超過80字）。"
MISSION_SUMMARY_FALLBACK,"Mission #%d completed. Another 'successful' disaster.","任務 #%d 已完成。又是一次「成功」的災難。"
UI_VERSION,Version %s,版本 %s
ASSET_TAGS_LABEL,Tags:,標籤:
INTRO_TAB_STORY_TITLE,Background Story,背景故事
INTRO_TAB_STORY_SEC1_TITLE,Backstory and Premise,背景故事與前提
INTRO_TAB_STORY_SEC1_BODY,"The universe operates according to a fundamental law called Void Entropy, where all things naturally and slowly decay toward chaos and eventual oblivion. This represents a peaceful, albeit melancholic, fate. However, when scientists discovered this truth, humanity refused to accept it. A global spiritual movement called the Flying Spaghetti Monster Gospel emerged, preaching a lie that the universe’s decay could be reversed by broadcasting pure positive energy through the Law of Attraction.

The terrible truth is that this forced, manufactured positivity born from suppressing all negative emotion serves as the ultimate catalyst for Void Entropy. Every prayer for miracles, every act of blind faith, every instance of tolerating injustice for love’s sake accelerates the world’s natural demise by a factor of ten thousand. The world is not dying naturally but being actively poisoned by hope itself.","宇宙遵循著一條被稱為「虛無熵增」（Void Entropy）的基本定律運作，萬物自然而緩慢地衰變，走向混亂並最終歸於虛無。這代表著一種平靜但憂鬱的命運。然而，當科學家發現這一真相時，人類拒絕接受。一場名為「飛天意粉神福音」的全球靈性運動隨之興起，宣揚著一個謊言：宇宙的衰變可以透過「吸引力法則」廣播純粹的正能量來逆轉。

可怕的真相是，這種源於壓抑所有負面情緒的強迫性、人造的正能量，反而是「虛無熵增」的終極催化劑。每一次祈求奇蹟的禱告、每一個盲目信仰的行為、每一次為了愛而容忍不公的時刻，都將世界的自然消亡加速了一萬倍。世界並非自然死亡，而是正被「希望」本身主動毒害。"
INTRO_TAB_STORY_SEC2_TITLE,In-Game Narrative and Game Loop,遊戲敘事與循環
INTRO_TAB_STORY_SEC2_BODY,"The game operates on a cyclical, endlessly darkening loop with no victory condition. The Glorious Deliverance Agency receives a hopeful, world-saving quest generated by the AI. Players are forced to use the Prayer System, inputting positive words that act as prompts for the AI to engineer disastrous scenarios. During mission attempts, teammates with their unique brands of incompetence systematically sabotage every step through AI-generated actions and dialogue.

Missions fail in spirit but succeed on surface levels, with net results being massive increases in world Entropy. These successful outcomes trigger mandatory events where Teacher Chan appears in holographic concerts, singing soothing songs that brainwash the team into believing they accomplished good things. Players receive Cognitive Dissonance debuffs. Brief AI-triggered honeymoon phases follow, where teammates act unusually cooperative and kind, giving false hope before new missions begin, and the cycle repeats, plunging the world into deeper despair.

The story has no end. The protagonist and team grow stronger in statistics, but their fate only darkens. They meet new people only to lose them to the team’s folly, forever trapped with the GDA as they personally escort the world to its doom.","遊戲在一個循環往復、無盡黑暗且沒有勝利條件的迴圈中進行。「光榮拯救機構」（GDA）接收由 AI 生成的充滿希望、拯救世界的任務。玩家被迫使用「祈禱系統」，輸入正能量詞彙作為提示詞，讓 AI 設計出災難性的場景。在任務嘗試期間，隊友們會以其獨特的無能方式，透過 AI 生成的行動和對話，系統性地破壞每一個步驟。

任務在精神上是失敗的，但在表面上卻是成功的，其淨結果是世界熵值的巨大增加。這些「成功」的結果會觸發強制性事件，陳老師會出現在全息演唱會中，唱著撫慰人心的歌曲，將團隊洗腦，讓他們相信自己完成了好事。玩家會獲得「認知失調」的負面狀態。隨後是短暫的、由 AI 觸發的「蜜月期」，隊友們會表現得異常合作和友善，在新的任務開始前給予虛假的希望，然後循環重複，將世界推向更深的絕望。

故事沒有結局。主角和團隊的數值會變強，但他們的命運只會更加黑暗。他們會遇見新的人，卻因團隊的愚蠢而失去他們，永遠被困在 GDA 中，親手護送世界走向毀滅。"
INTRO_TAB_MECHANICS_GLORIA_TITLE,Gloria's Intervention Event,Gloria 的干預事件
INTRO_TAB_MECHANICS_GLORIA_BODY,"[b]Core Purpose:[/b] ""Moral Correction"". A mandatory event triggered when you are too ""negative"" (logical).\n\n[b]Role of AI:[/b] The AI plays a ""Disappointed Mother"" or ""Gaslighting Victim"". It generates a monologue accusing you of hurting her feelings with your ""bad vibes"".\n\n[b]Game Impact:[/b]\n• Locks the game into a dedicated dialogue screen.\n• Inflicts massive damage to your ""Reality Score"".\n• Forces you to apologize or pray to exit.\n\n[b]Input Consequence:[/b] Your previous negative choices are aggregated and used as ammunition against you in her speech.","[b]核心目的：[/b]「道德矯正」。當你太過「負面」（理性）時觸發的強制事件。\n\n[b]AI 的角色：[/b]AI 扮演一位「失望的母親」或「煤氣燈效應受害者」。它會生成一段獨白，指責你的「壞氣氛」傷害了她的感情。\n\n[b]遊戲影響：[/b]\n• 將遊戲鎖定在專用對話畫面。\n• 對你的「現實指數」造成巨大傷害。\n• 強迫你道歉或祈禱才能退出。\n\n[b]輸入後果：[/b]你之前的負面選擇會被匯總，並在她的演講中作為攻擊你的彈藥。"
INTRO_TAB_MECHANICS_DIARY_TITLE,The Diary System,日記系統
INTRO_TAB_MECHANICS_DIARY_BODY,"[b]Core Purpose:[/b] ""Reflection & Record"". This is the player's emotional outlet and safe space.\n\n[b]Role of AI:[/b] The AI acts as a psychoanalyst or observer. It reads your journal, generates a ""summary"", and offers ""action suggestions"".\n\n[b]Game Impact:[/b]\n• Primarily used to restore stats (especially ""Reality Score""). Writing in the journal is seen as a ""Grounding"" behavior.\n• It acts as a save system; your input is permanently recorded, forming your game history.\n• Accessible anytime via the pause menu.\n\n[b]Input Consequence:[/b] Your text is saved, and you gain stat rewards (like restoring sanity). The AI gives feedback but does not directly trigger disasters.","[b]核心目的：[/b]「反思與紀錄」。這是玩家的情緒出口和安全空間。\n\n[b]AI 的角色：[/b]AI 扮演一個心理分析師或觀察者。它會閱讀你的日記，生成一段「摘要」並提供「行動建議」。\n\n[b]遊戲影響：[/b]\n• 主要用於恢復數值（特別是「現實指數 Reality Score」）。寫日記被視為一種「接地氣」(Grounding) 的行為。\n• 它是一個存檔系統，你的輸入會被永久保存，形成你的遊戲歷程紀錄。\n• 隨時可以通過暫停選單進入。\n\n[b]輸入後果：[/b]你的文字會被保存，並獲得數值獎勵（如恢復理智），AI 會給予反饋但不會直接觸發災難。"
INTRO_TAB_MECHANICS_BUTTERFLY_TITLE,The Butterfly Effect Tracking System,蝴蝶效應追蹤系統
INTRO_TAB_MECHANICS_BUTTERFLY_BODY,"[b]Core Purpose:[/b] ""Consequence Ripple"". Tracks your choices across time, not just immediate effects.\n\n[b]Role of AI:[/b] The AI acts as a ""Historian"". It references past decisions (e.g., ""Remember that peasant you ignored?"") in future scenes to create guilt or irony.\n\n[b]Game Impact:[/b]\n• Seemingly minor choices return to haunt you 3-5 missions later.\n• Unlocks hidden narrative branches based on long-term behavior.\n\n[b]Input Consequence:[/b] Keywords from your inputs are stored and resurface in unexpected contexts (e.g., a beggar quoting your prayer).","[b]核心目的：[/b]「後果漣漪」。追蹤你跨時間的選擇，而不僅僅是即時影響。\n\n[b]AI 的角色：[/b]AI 扮演一位「史學家」。它會在未來的場景中引用你過去的決定（例如：「還記得你無視的那個農民嗎？」）來製造內疚或諷刺。\n\n[b]遊戲影響：[/b]\n• 看似微小的選擇會在 3-5 個任務後回來困擾你。\n• 根據長期行為解鎖隱藏的敘事分支。\n\n[b]輸入後果：[/b]你輸入的關鍵字會被儲存，並在意想不到的語境中重新出現（例如：一個乞丐引用你的祈禱詞）。"
INTRO_TAB_MECHANICS_TROLLEY_TITLE,The Trolley Problem Dilemma System,電車難題困境系統
INTRO_TAB_MECHANICS_TROLLEY_BODY,"[b]Core Purpose:[/b] ""No-Win Scenario"". Forces you to choose between two equally terrible ""positive"" options.\n\n[b]Role of AI:[/b] The AI acts as a ""Sadistic Ethicist"". It generates absurd dilemmas where logic is punished and delusion is rewarded.\n\n[b]Game Impact:[/b]\n• Tests your loyalty to the ""Positive Energy"" cult.\n• ""Correct"" answers increase Entropy; ""Wrong"" answers hurt your stats.\n\n[b]Input Consequence:[/b] Your choice determines which teammate you annoy or which disaster you accelerate.","[b]核心目的：[/b]「必輸局面」。強迫你在兩個同樣糟糕的「正能量」選項中做出選擇。\n\n[b]AI 的角色：[/b]AI 扮演一位「施虐狂倫理學家」。它生成荒謬的困境，在那裡邏輯受罰，妄想得賞。\n\n[b]遊戲影響：[/b]\n• 測試你對「正能量」邪教的忠誠度。\n• 「正確」的答案增加熵增；「錯誤」的答案傷害你的數值。\n\n[b]輸入後果：[/b]你的選擇決定了你會惹惱哪個隊友，或加速哪場災難。"
INTRO_TAB_MECHANICS_ACHIEVEMENT_TITLE,The Achievement and Progress System,成就與進度系統
INTRO_TAB_MECHANICS_ACHIEVEMENT_BODY,"The Achievement System component has been implemented with 15+ defined achievements serving three purposes: Tracking player milestones, using ironic titles and descriptions to comment on player complicity, and encouraging replayability through hidden achievements.","成就系統組件已實作，包含 15 個以上的定義成就，服務於三個目的：追蹤玩家的里程碑，使用諷刺的標題和描述來評論玩家的共謀行為，以及透過隱藏成就鼓勵重複遊玩。"
INTRO_TAB_MECHANICS_RELATIONSHIP_TITLE,The Relationship and Social Graph System,關係與社交圖譜系統
INTRO_TAB_MECHANICS_RELATIONSHIP_BODY,"A RelationshipGraphViewer component has been partially implemented to visualise how player choices ripple through the narrative system. The implementation will provide a node-graph UI accessible from menus that renders butterfly effect data as a visual network.","關係圖譜檢視器（RelationshipGraphViewer）組件已部分實作，用於視覺化玩家的選擇如何在敘事系統中產生漣漪。該實作將提供一個可從選單訪問的節點圖 UI，將蝴蝶效應數據渲染為視覺網絡。"
GRAPH_VIEW_TITLE,Social Graph,社交關係圖
CHARACTER_VIEW_TITLE,Character View,角色視圖
RELATIONSHIP_NEUTRAL,Neutral,中立
RELATIONSHIP_DEVOTED,Devoted,虔誠
RELATIONSHIP_HOSTILE,Hostile,敵對
RELATIONSHIP_SUSPICIOUS,Suspicious,懷疑
RELATIONSHIP_LOYAL,Loyal,忠誠
RELATIONSHIP_DISAPPOINTED,Disappointed,失望
RELATIONSHIP_ALIGNED,Aligned,一致
RELATIONSHIP_CRITICAL,Critical,批判
RELATIONSHIP_SYMPATHETIC,Sympathetic,共鳴
RELATIONSHIP_DISTANT,Distant,疏遠
PAUSE_MENU_CHARACTERS,Characters,角色
# Pause Menu,,
PAUSE_TITLE,GAME PAUSED,遊戲暫停
PAUSE_TOKEN_REPORT_TITLE,AI Token Usage Summary,AI Token 使用概況
PAUSE_AI_MODEL,Active Model,當前模型
PAUSE_AI_PROVIDER,AI Provider,AI 供應商
BUTTERFLY_EXPLAIN_TITLE,How it Works,如何運作
BUTTERFLY_EXPLAIN_BODY,The Butterfly Effect tracks your major decisions. Small choices can ripple through time and cause unexpected consequences later in the game. Watch your choices carefully!,蝴蝶效應會追蹤你做出的重大決定。小小的選擇會隨時間產生漣漪，並在遊戲後期引發意想不到的後果。請仔細留意你的每個選擇！
BUTTERFLY_BTN_EXPLAIN,How it Works,如何運作

# Intro Tab - Stats & Visuals,,
INTRO_TAB_STATS_TITLE,Stats & Effects,數值與影響
INTRO_TAB_STATS_REALITY_TITLE,Reality Score (Sanity),現實值 (理智)
INTRO_TAB_STATS_REALITY_BODY,"[b]Meaning:[/b] Your ability to perceive the truth amidst the cult's nonsense.\n\n[b]Effects:[/b]\n• [color=#ff6b6b]Low (<20):[/color] You hear bankruptcy sounds. The screen glitches. You suffer ""Cognitive Dissonance"" (harder logic checks).\n• [color=#ff0000]Zero:[/color] Game Over (Mental Collapse).\n• [color=#ffff00]High (>80):[/color] You see too clearly. Gloria feels threatened and attacks you more often.","[b]意義：[/b] 你在邪教胡言亂語中看清真相的能力。\n\n[b]影響：[/b]\n• [color=#ff6b6b]低 (<20)：[/color] 你會聽到破產音效，畫面出現故障雜訊。你會遭受「認知失調」（邏輯檢定變難）。\n• [color=#ff0000]歸零：[/color] 遊戲結束（精神崩潰）。\n• [color=#ffff00]高 (>80)：[/color] 你看得太清了。Gloria 會感到威脅並更頻繁地攻擊你。"
INTRO_TAB_STATS_POSITIVE_TITLE,Positive Energy (Delusion),正能量 (妄想)
